N (new),Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),CaCO3 (%),Oxygen (umol/L),Sed Rate (g/cm2/y),Code,Image Link,Filename,N,Label
3176,DSDP,51,417,*,25.1105,-68.0413,5468,1.3,252.9105682,0.07129696,51-417-*,http://deepseadrilling.org/cores/leg051/417.1R.PDF,417.1R.PDF,604,0
604,DSDP,51,417,*,25.1105,-68.0413,5468,1.3,252.9105682,0.07129696,51-417-*,http://deepseadrilling.org/cores/leg051/417.1R.PDF,417.1R.PDF,605,0
1710,DSDP,52,418,*,25.035,-68.0573,5511,1.7,252.7454987,0.071188539,52-418-*,http://deepseadrilling.org/cores/leg052/418.1R.PDF,418.1R.PDF,606,0
2246,DSDP,52,418,*,25.035,-68.0573,5511,1.7,252.7454987,0.071188539,52-418-*,http://deepseadrilling.org/cores/leg052/418.1R.PDF,418.1R.PDF,607,0
1996,DSDP,54,419,*,8.9327,-105.6862,3274,,127.8019791,0.026705023,54-419-*,http://deepseadrilling.org/cores/leg054/419.1R.PDF,419.1R.PDF,608,9
1703,DSDP,54,419,*,8.9327,-105.6862,3274,,127.8019791,0.026705023,54-419-*,http://deepseadrilling.org/cores/leg054/419.1R.PDF,419.1R.PDF,609,9
1794,DSDP,54,420,*,9.0017,-106.1128,3381,47.8,130.8912659,0.026713129,54-420-*,http://deepseadrilling.org/cores/leg054/420.1B.PDF,420.1B.PDF,610,0
3796,DSDP,54,420,*,9.0017,-106.1128,3381,47.8,130.8912659,0.026713129,54-420-*,http://deepseadrilling.org/cores/leg054/420.1B.PDF,420.1B.PDF,611,0
2794,DSDP,54,421,*,9.0235,-106.0613,3339,21.5,130.8912659,0.026713129,54-421-*,http://deepseadrilling.org/cores/leg054/421.1R.PDF,421.1R.PDF,612,0
2025,DSDP,54,422,*,9.1765,-105.2712,3247,43.1,125.5281143,0.027083911,54-422-*,http://deepseadrilling.org/cores/leg054/422.1R.PDF,422.1R.PDF,613,0
1708,DSDP,54,423,*,9.1468,-105.1095,3161,44.8,122.420105,0.027231019,54-423-*,http://deepseadrilling.org/cores/leg054/423.1R.PDF,423.1R.PDF,614,0
1598,DSDP,54,424,*,0.5938,-86.1303,2685,,109.0081787,0.051101763,54-424-*,http://deepseadrilling.org/cores/leg054/424.1R.PDF,424.1R.PDF,615,9
1264,DSDP,54,424,*,0.5938,-86.1303,2685,,109.0081787,0.051101763,54-424-*,http://deepseadrilling.org/cores/leg054/424.1R.PDF,424.1R.PDF,616,0
372,DSDP,54,424,*,0.5938,-86.1303,2685,,109.0081787,0.051101763,54-424-*,http://deepseadrilling.org/cores/leg054/424.1R.PDF,424.1R.PDF,617,9
3456,DSDP,54,424,*,0.5938,-86.1303,2685,,109.0081787,0.051101763,54-424-*,http://deepseadrilling.org/cores/leg054/424.1R.PDF,424.1R.PDF,618,0
301,DSDP,54,425,*,1.3947,-86.0703,2850,53.5,108.8928757,0.050469007,54-425-*,http://deepseadrilling.org/cores/leg054/425.1R.PDF,425.1R.PDF,619,9
1669,DSDP,54,427,*,8.1132,-104.6058,3834,39.3,140.8612976,0.02734849,54-427-*,http://deepseadrilling.org/cores/leg054/427.1R.PDF,427.1R.PDF,620,0
594,DSDP,54,428,*,9.0462,-105.4357,3295,15.2,125.5281143,0.026865192,54-428-*,http://deepseadrilling.org/cores/leg054/428.1R.PDF,428.1R.PDF,621,0
911,DSDP,54,428,*,9.0462,-105.4357,3295,15.2,125.5281143,0.026865192,54-428-*,http://deepseadrilling.org/cores/leg054/428.1R.PDF,428.1R.PDF,622,0
521,DSDP,54,429,*,9.0335,-106.7725,3406,53.8,133.9325104,0.026782775,54-429-*,http://deepseadrilling.org/cores/leg054/429.1R.PDF,429.1R.PDF,623,0
421,DSDP,54,429,*,9.0335,-106.7725,3406,53.8,133.9325104,0.026782775,54-429-*,http://deepseadrilling.org/cores/leg054/429.1R.PDF,429.1R.PDF,624,0
3697,DSDP,55,430,*,37.9813,170.5908,1445,,38.5955658,0.03926136,55-430-*,,,625,
3614,DSDP,55,430,*,37.9813,170.5908,1445,,38.5955658,0.03926136,55-430-*,,,626,
1078,DSDP,55,430,*,37.9813,170.5908,1445,,38.5955658,0.03926136,55-430-*,,,627,
2934,DSDP,55,431,*,42.424,170.5447,1704,,53.92277527,0.040228568,55-431-*,,,628,
1453,DSDP,55,431,*,42.424,170.5447,1704,,53.92277527,0.040228568,55-431-*,,,629,
2393,DSDP,55,432,*,41.3338,170.379,1310,54.7,38.87776184,0.040631302,55-432-*,http://deepseadrilling.org/cores/leg055/432.1R.PDF,432.1R.PDF,630,0
3704,DSDP,55,432,*,41.3338,170.379,1310,54.7,38.87776184,0.040631302,55-432-*,http://deepseadrilling.org/cores/leg055/432.1R.PDF,432.1R.PDF,631,0
3457,DSDP,55,433,*,44.7767,170.021,1862,28.3,67.22312927,0.041584492,55-433-*,http://deepseadrilling.org/cores/leg055/433.1R.PDF,433.1R.PDF,632,0
876,DSDP,55,433,*,44.7767,170.021,1862,28.3,67.22312927,0.041584492,55-433-*,http://deepseadrilling.org/cores/leg055/433.1R.PDF,433.1R.PDF,633,0
719,DSDP,55,433,*,44.7767,170.021,1862,28.3,67.22312927,0.041584492,55-433-*,http://deepseadrilling.org/cores/leg055/433.1R.PDF,433.1R.PDF,634,0
1228,DSDP,55,433,*,44.7767,170.021,1862,28.3,67.22312927,0.041584492,55-433-*,http://deepseadrilling.org/cores/leg055/433.1R.PDF,433.1R.PDF,635,0
3171,DSDP,56,434,*,39.746,144.102,5986,1.4,,0.085165702,56-434-*,http://deepseadrilling.org/cores/leg056/434.1R.PDF,434.1R.PDF,636,0
844,DSDP,56,434,*,39.746,144.102,5986,1.4,,0.085165702,56-434-*,http://deepseadrilling.org/cores/leg056/434.1R.PDF,434.1R.PDF,637,0
3703,DSDP,56,434,*,39.746,144.102,5986,1.4,,0.085165702,56-434-*,http://deepseadrilling.org/cores/leg056/434.1R.PDF,434.1R.PDF,638,0
1520,DSDP,56,435,*,39.7348,143.7922,3401,2.3,142.5254822,0.089150488,56-435-*,http://deepseadrilling.org/cores/leg056/435.1R.PDF,435.1R.PDF,639,0
382,DSDP,56,435,*,39.7348,143.7922,3401,2.3,142.5254822,0.089150488,56-435-*,http://deepseadrilling.org/cores/leg056/435.1R.PDF,435.1R.PDF,640,0
3767,DSDP,56,436,*,39.9327,145.5578,5240,1.2,162.1385803,0.0689971,56-436-*,http://deepseadrilling.org/cores/leg056/436.1R.PDF,436.1R.PDF,641,0
3214,DSDP,56,437,*,39.8972,145.6663,5227,,162.1385803,0.067968547,56-437-*,,,642,
2484,DSDP,57,438,*,40.6292,143.2317,1552,1.7,55.1586647,0.116734251,57-438-*,http://deepseadrilling.org/cores/leg057/438.1R.PDF,438.1R.PDF,643,0
2601,DSDP,57,438,*,40.6292,143.2317,1552,1.7,55.1586647,0.116734251,57-438-*,http://deepseadrilling.org/cores/leg057/438.1R.PDF,438.1R.PDF,644,0
2518,DSDP,57,438,*,40.6292,143.2317,1552,1.7,55.1586647,0.116734251,57-438-*,http://deepseadrilling.org/cores/leg057/438.1R.PDF,438.1R.PDF,645,0
1128,DSDP,57,439,*,40.6268,143.3105,1656,,59.8299942,0.115209937,57-439-*,,,646,
1072,DSDP,57,440,*,39.7388,143.929,4509,2.6,157.3916931,0.087841526,57-440-*,http://deepseadrilling.org/cores/leg057/440.1R.PDF,440.1R.PDF,647,0
155,DSDP,57,440,*,39.7388,143.929,4509,2.6,157.3916931,0.087841526,57-440-*,http://deepseadrilling.org/cores/leg057/440.1R.PDF,440.1R.PDF,648,0
2408,DSDP,57,440,*,39.7388,143.929,4509,2.6,157.3916931,0.087841526,57-440-*,http://deepseadrilling.org/cores/leg057/440.1R.PDF,440.1R.PDF,649,0
462,DSDP,57,441,*,39.7508,144.0765,5655,0,,0.085165702,57-441-*,http://deepseadrilling.org/cores/leg057/441.1R.PDF,441.1R.PDF,650,5
2243,DSDP,57,441,*,39.7508,144.0765,5655,0,,0.085165702,57-441-*,http://deepseadrilling.org/cores/leg057/441.1R.PDF,441.1R.PDF,651,0
1789,DSDP,57,441,*,39.7508,144.0765,5655,0,,0.085165702,57-441-*,http://deepseadrilling.org/cores/leg057/441.1R.PDF,441.1R.PDF,652,0
191,DSDP,58,442,*,28.9833,136.0572,4639,,158.5346375,0.038944829,58-442-*,,,653,
3790,DSDP,58,442,*,28.9833,136.0572,4639,,158.5346375,0.038944829,58-442-*,,,654,
446,DSDP,58,442,*,28.9833,136.0572,4639,,158.5346375,0.038944829,58-442-*,,,655,
3657,DSDP,58,443,*,29.3275,137.4405,4372,3.3,157.3825684,0.038046274,58-443-*,http://deepseadrilling.org/cores/leg058/443.1R.PDF,443.1R.PDF,656,0
3275,DSDP,58,444,*,28.6375,137.6838,4843,,159.3655701,0.035681754,58-444-*,http://deepseadrilling.org/cores/leg058/444.1R.PDF,444.1R.PDF,657,9
1263,DSDP,58,444,*,28.6375,137.6838,4843,,159.3655701,0.035681754,58-444-*,http://deepseadrilling.org/cores/leg058/444.1R.PDF,444.1R.PDF,658,9
1462,DSDP,58,445,*,25.5227,133.2082,3377,36.6,149.7870941,0.04433782,58-445-*,http://deepseadrilling.org/cores/leg058/445.1R.PDF,445.1R.PDF,659,0
1715,DSDP,58,446,*,24.7007,132.7748,4952,0.3,157.4731445,0.04351332,58-446-*,http://deepseadrilling.org/cores/leg058/446.1R.PDF,446.1R.PDF,660,0
1877,DSDP,58,446,*,24.7007,132.7748,4952,0.3,157.4731445,0.04351332,58-446-*,http://deepseadrilling.org/cores/leg058/446.1R.PDF,446.1R.PDF,661,9
1355,DSDP,59,447,*,18.0147,133.2895,6022,,,0.039119102,59-447-*,,,662,
161,DSDP,59,447,*,18.0147,133.2895,6022,,,0.039119102,59-447-*,,,663,
2805,DSDP,59,448,*,16.341,134.8742,3483,64.4,148.2047424,0.03369613,59-448-*,http://deepseadrilling.org/cores/leg059/448.1R.PDF,448.1R.PDF,664,0
3355,DSDP,59,448,*,16.341,134.8742,3483,64.4,148.2047424,0.03369613,59-448-*,http://deepseadrilling.org/cores/leg059/448.1R.PDF,448.1R.PDF,665,0
2457,DSDP,59,449,*,18.0307,136.5365,4712,,159.3698883,0.030662306,59-449-*,http://deepseadrilling.org/cores/leg059/449.2R.PDF,449.2R.PDF,666,0
2149,DSDP,59,450,*,18.0003,140.789,4707,0.2,159.4970703,0.030644964,59-450-*,http://deepseadrilling.org/cores/leg059/450.1R.PDF,450.1R.PDF,667,0
682,DSDP,59,451,*,18.0147,143.2762,2060,50.1,113.8106842,0.037882805,59-451-*,http://deepseadrilling.org/cores/leg059/451.1R.PDF,451.1R.PDF,668,0
991,DSDP,60,452,*,17.6698,148.6288,5858,0.3,,0.040624209,60-452-*,http://deepseadrilling.org/cores/leg060/452.1R.PDF,452.1R.PDF,669,0
1314,DSDP,60,452,*,17.6698,148.6288,5858,0.3,,0.040624209,60-452-*,http://deepseadrilling.org/cores/leg060/452.1R.PDF,452.1R.PDF,670,0
3768,DSDP,60,453,*,17.907,143.6825,4693,,159.2474976,0.038166989,60-453-*,http://deepseadrilling.org/cores/leg060/453.1R.PDF,453.1R.PDF,671,0
2555,DSDP,60,454,*,18.013,144.532,3816,,143.0699463,0.039993066,60-454-*,http://deepseadrilling.org/cores/leg060/454.1R.PDF,454.1R.PDF,672,9
2251,DSDP,60,454,*,18.013,144.532,3816,,143.0699463,0.039993066,60-454-*,http://deepseadrilling.org/cores/leg060/454.1R.PDF,454.1R.PDF,673,9
311,DSDP,60,455,*,17.8543,145.358,3465,4.2,142.2167664,0.042307988,60-455-*,http://deepseadrilling.org/cores/leg060/455.1R.PDF,455.1R.PDF,674,0
1559,DSDP,60,456,*,17.9113,145.1795,3586,,142.7375641,0.042065371,60-456-*,http://deepseadrilling.org/cores/leg060/456.1R.PDF,456.1R.PDF,675,9
751,DSDP,60,456,*,17.9113,145.1795,3586,,142.7375641,0.042065371,60-456-*,http://deepseadrilling.org/cores/leg060/456.1R.PDF,456.1R.PDF,676,9
3530,DSDP,60,457,*,17.8332,145.817,2630,,128.4599762,0.043339185,60-457-*,,,677,
2649,DSDP,60,458,*,17.8642,146.9343,3447,12.9,144.1061096,0.043088708,60-458-*,http://deepseadrilling.org/cores/leg060/458.1R.PDF,458.1R.PDF,678,0
3118,DSDP,60,458,*,17.8642,146.9343,3447,12.9,144.1061096,0.043088708,60-458-*,http://deepseadrilling.org/cores/leg060/458.1R.PDF,458.1R.PDF,679,0
3347,DSDP,60,459,*,17.8625,147.3015,4121,,159.0605164,0.043083336,60-459-*,,,680,
3772,DSDP,60,459,*,17.8625,147.3015,4121,,159.0605164,0.043083336,60-459-*,,,681,
1792,DSDP,60,459,*,17.8625,147.3015,4121,,159.0605164,0.043083336,60-459-*,,,682,
2523,DSDP,60,460,*,17.669,147.5987,6452,0,,0.043220002,60-460-*,http://deepseadrilling.org/cores/leg060/460.1R.PDF,460.1R.PDF,683,0
1852,DSDP,60,460,*,17.669,147.5987,6452,0,,0.043220002,60-460-*,http://deepseadrilling.org/cores/leg060/460.1R.PDF,460.1R.PDF,684,0
3183,DSDP,60,460,*,17.669,147.5987,6452,0,,0.043220002,60-460-*,http://deepseadrilling.org/cores/leg060/460.1R.PDF,460.1R.PDF,685,0
3797,DSDP,60,461,*,17.7675,147.6863,7034,0,,0.043198165,60-461-*,http://deepseadrilling.org/cores/leg060/461.1R.PDF,461.1R.PDF,686,0
1793,DSDP,60,461,*,17.7675,147.6863,7034,0,,0.043198165,60-461-*,http://deepseadrilling.org/cores/leg060/461.1R.PDF,461.1R.PDF,687,9
3181,DSDP,61,462,*,7.2375,165.0305,5181,,184.1342773,0.036618888,61-462-*,,,688,
1076,DSDP,61,462,*,7.2375,165.0305,5181,,184.1342773,0.036618888,61-462-*,,,689,
640,DSDP,62,463,*,21.3502,174.6678,2525,,118.2412949,0.04107349,62-463-*,http://deepseadrilling.org/cores/leg062/463.1R.PDF,463.1R.PDF,690,0
1535,DSDP,62,464,*,39.8607,173.8888,4637,,154.2538757,0.035154138,62-464-*,http://deepseadrilling.org/cores/leg062/464.1R.PDF,464.1R.PDF,691,9
2730,DSDP,62,465,*,33.8205,178.919,2161,,78.72380829,0.038079806,62-465-*,,,692,
3789,DSDP,62,465,*,33.8205,178.919,2161,,78.72380829,0.038079806,62-465-*,,,693,
1446,DSDP,62,466,*,34.191,179.2557,2665,,109.4932632,0.037954967,62-466-*,http://deepseadrilling.org/cores/leg062/466.1R.PDF,466.1R.PDF,694,0
3061,DSDP,63,467,*,33.8495,-120.7578,2128,,86.24188232,0.039099872,63-467-*,,,695,
1554,DSDP,63,468,*,32.6172,-120.1178,1849,74,70.32840729,0.037778493,63-468-*,,,696,
2662,DSDP,63,468,*,32.6172,-120.1178,1849,74,70.32840729,0.037778493,63-468-*,,,697,
3299,DSDP,63,468,*,32.6172,-120.1178,1849,74,70.32840729,0.037778493,63-468-*,,,698,
3618,DSDP,63,469,*,32.6167,-120.5483,3790,7.1,129.730896,0.036083445,63-469-*,,,699,
418,DSDP,63,470,*,28.9077,-117.5185,3549,47,129.3032379,0.035822347,63-470-*,http://deepseadrilling.org/cores/leg063/470.1R.PDF,470.1R.PDF,700,0
2276,DSDP,63,470,*,28.9077,-117.5185,3549,47,129.3032379,0.035822347,63-470-*,http://deepseadrilling.org/cores/leg063/470.1R.PDF,470.1R.PDF,701,0
1851,DSDP,63,471,*,23.4822,-112.4963,3101,8.4,123.6715698,0.034712307,63-471-*,http://deepseadrilling.org/cores/leg063/471.1R.PDF,471.1R.PDF,702,0
3241,DSDP,63,472,*,23.0058,-113.9952,3831,0.2,128.8748779,0.030271161,63-472-*,http://deepseadrilling.org/cores/leg063/472.1R.PDF,472.1R.PDF,703,0
2447,DSDP,63,472,*,23.0058,-113.9952,3831,0.2,128.8748779,0.030271161,63-472-*,http://deepseadrilling.org/cores/leg063/472.1R.PDF,472.1R.PDF,704,0
1182,DSDP,63,473,*,20.9653,-107.0635,3249,,110.6230927,0.043485943,63-473-*,http://deepseadrilling.org/cores/leg063/473.1R.PDF,473.1R.PDF,705,9
2891,DSDP,64,474,*,22.962,-108.9807,3023,6.3,114.1946793,0.041232184,64-474-*,http://deepseadrilling.org/cores/leg064/474.1R.PDF,474.1R.PDF,706,0
2082,DSDP,64,474,*,22.962,-108.9807,3023,6.3,114.1946793,0.041232184,64-474-*,http://deepseadrilling.org/cores/leg064/474.1R.PDF,474.1R.PDF,707,0
1668,DSDP,64,475,*,23.0505,-109.0532,2631,9,107.8163757,0.041373838,64-475-*,http://deepseadrilling.org/cores/leg064/475.1R.PDF,475.1R.PDF,708,0
3018,DSDP,64,475,*,23.0505,-109.0532,2631,9,107.8163757,0.041373838,64-475-*,http://deepseadrilling.org/cores/leg064/475.1R.PDF,475.1R.PDF,709,0
407,DSDP,64,475,*,23.0505,-109.0532,2631,9,107.8163757,0.041373838,64-475-*,http://deepseadrilling.org/cores/leg064/475.1R.PDF,475.1R.PDF,710,0
368,DSDP,64,476,*,23.0405,-109.0892,2403,5,104.5935211,0.041200697,64-476-*,http://deepseadrilling.org/cores/leg064/476.1R.PDF,476.1R.PDF,711,0
523,DSDP,64,477,*,27.0308,-111.4003,2003,,,0.072040454,64-477-*,http://deepseadrilling.org/cores/leg064/477.1R.PDF,477.1R.PDF,712,9
1544,DSDP,64,477,*,27.0308,-111.4003,2003,,,0.072040454,64-477-*,http://deepseadrilling.org/cores/leg064/477.1R.PDF,477.1R.PDF,713,9
3170,DSDP,64,477,*,27.0308,-111.4003,2003,,,0.072040454,64-477-*,http://deepseadrilling.org/cores/leg064/477.1R.PDF,477.1R.PDF,714,9
2966,DSDP,64,478,*,27.0968,-111.5075,1889,4.9,79.0067749,0.073023595,64-478-*,http://deepseadrilling.org/cores/leg064/478.1R.PDF,478.1R.PDF,715,9
736,DSDP,64,479,*,27.846,-111.6248,747,3,10.08993721,0.093357034,64-479-*,http://deepseadrilling.org/cores/leg064/479.1R.PDF,479.1R.PDF,716,0
1841,DSDP,64,480,*,27.9017,-111.6557,655,,8.735750198,0.09651728,64-480-*,http://deepseadrilling.org/cores/leg064/480.1H.PDF,480.1H.PDF,717,0
2603,DSDP,64,481,*,27.253,-111.5077,1998,4,82.39517212,0.076690428,64-481-*,http://deepseadrilling.org/cores/leg064/481.1H.PDF,481.1H.PDF,718,0
766,DSDP,64,481,*,27.253,-111.5077,1998,4,82.39517212,0.076690428,64-481-*,http://deepseadrilling.org/cores/leg064/481.1H.PDF,481.1H.PDF,719,0
3369,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,720,0
129,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,721,0
3498,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,722,0
2355,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,723,0
888,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,724,0
3520,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,725,0
3233,DSDP,65,482,*,22.7897,-107.9938,2998,6.8,110.5925674,0.041739415,65-482-*,http://deepseadrilling.org/cores/leg065/482.1R.PDF,482.1R.PDF,726,0
391,DSDP,65,483,*,22.8833,-108.7483,3070,,114.1946793,0.041241888,65-483-*,http://deepseadrilling.org/cores/leg065/483.1R.PDF,483.1R.PDF,727,0
86,DSDP,65,483,*,22.8833,-108.7483,3070,,114.1946793,0.041241888,65-483-*,http://deepseadrilling.org/cores/leg065/483.1R.PDF,483.1R.PDF,728,9
3758,DSDP,65,483,*,22.8833,-108.7483,3070,,114.1946793,0.041241888,65-483-*,http://deepseadrilling.org/cores/leg065/483.1R.PDF,483.1R.PDF,729,9
1164,DSDP,65,484,*,23.1887,-108.3933,2891,10.6,109.540184,0.042002164,65-484-*,http://deepseadrilling.org/cores/leg065/484.1R.PDF,484.1R.PDF,730,0
1589,DSDP,65,484,*,23.1887,-108.3933,2891,10.6,109.540184,0.042002164,65-484-*,http://deepseadrilling.org/cores/leg065/484.1R.PDF,484.1R.PDF,731,0
3522,DSDP,65,485,*,22.7492,-107.9035,2981,6.9,110.5925674,0.041752536,65-485-*,http://deepseadrilling.org/cores/leg065/485.1R.PDF,485.1R.PDF,732,0
2729,DSDP,65,485,*,22.7492,-107.9035,2981,6.9,110.5925674,0.041752536,65-485-*,http://deepseadrilling.org/cores/leg065/485.1R.PDF,485.1R.PDF,733,0
3582,DSDP,66,486,*,15.9228,-99.135,5142,,,0.045114901,66-486-*,,,734,
753,DSDP,66,486,*,15.9228,-99.135,5142,,,0.045114901,66-486-*,,,735,
672,DSDP,66,487,*,15.8535,-99.1753,4764,,,0.044993069,66-487-*,http://deepseadrilling.org/cores/leg066/487.1R.PDF,487.1R.PDF,736,0
3389,DSDP,66,488,*,15.9517,-99.0277,4254,4.6,,0.04503106,66-488-*,http://deepseadrilling.org/cores/leg066/488.1R.PDF,488.1R.PDF,737,0
3004,DSDP,66,489,*,16.2698,-99.0188,1240,4.2,27.90907097,0.04579008,66-489-*,http://deepseadrilling.org/cores/leg066/489.1R.PDF,489.1R.PDF,738,0
472,DSDP,66,489,*,16.2698,-99.0188,1240,4.2,27.90907097,0.04579008,66-489-*,http://deepseadrilling.org/cores/leg066/489.1R.PDF,489.1R.PDF,739,0
2399,DSDP,66,490,*,16.1593,-99.0565,1761,6.8,81.40878296,0.04559635,66-490-*,http://deepseadrilling.org/cores/leg066/490.1R.PDF,490.1R.PDF,740,0
3554,DSDP,66,491,*,16.029,-98.9722,2883,8,113.4806442,0.045200396,66-491-*,http://deepseadrilling.org/cores/leg066/491.1R.PDF,491.1R.PDF,741,0
583,DSDP,66,492,*,16.0788,-98.9453,1935,12.6,92.03238678,0.04536834,66-492-*,http://deepseadrilling.org/cores/leg066/492.1R.PDF,492.1R.PDF,742,0
131,DSDP,66,492,*,16.0788,-98.9453,1935,12.6,92.03238678,0.04536834,66-492-*,http://deepseadrilling.org/cores/leg066/492.1R.PDF,492.1R.PDF,743,0
1734,DSDP,66,492,*,16.0788,-98.9453,1935,12.6,92.03238678,0.04536834,66-492-*,http://deepseadrilling.org/cores/leg066/492.1R.PDF,492.1R.PDF,744,0
3379,DSDP,66,493,*,16.381,-98.9255,645,4.5,6.149483204,0.046355199,66-493-*,http://deepseadrilling.org/cores/leg066/493.1R.PDF,493.1R.PDF,745,0
3755,DSDP,66,493,*,16.381,-98.9255,645,4.5,6.149483204,0.046355199,66-493-*,http://deepseadrilling.org/cores/leg066/493.1R.PDF,493.1R.PDF,746,0
904,DSDP,66,493,*,16.381,-98.9255,645,4.5,6.149483204,0.046355199,66-493-*,http://deepseadrilling.org/cores/leg066/493.1R.PDF,493.1R.PDF,747,0
3090,DSDP,67,494,*,12.7167,-90.9328,5472,4.1,,0.056190968,67-494-*,http://deepseadrilling.org/cores/leg067/494.1R.PDF,494.1R.PDF,748,0
1123,DSDP,67,494,*,12.7167,-90.9328,5472,4.1,,0.056190968,67-494-*,http://deepseadrilling.org/cores/leg067/494.1R.PDF,494.1R.PDF,749,0
3553,DSDP,67,495,*,12.4963,-91.0377,4140,,,0.05311707,67-495-*,,,750,
590,DSDP,67,496,*,13.0637,-90.7952,2049,7.8,88.93527222,0.059964146,67-496-*,http://deepseadrilling.org/cores/leg067/496.1R.PDF,496.1R.PDF,751,0
947,DSDP,67,497,*,12.9872,-90.828,2347,12.2,102.4228592,0.059137508,67-497-*,http://deepseadrilling.org/cores/leg067/497.1R.PDF,497.1R.PDF,752,0
1514,DSDP,67,498,*,12.7113,-90.9157,5478,2,,0.056190968,67-498-*,http://deepseadrilling.org/cores/leg067/498.1R.PDF,498.1R.PDF,753,0
2624,DSDP,67,498,*,12.7113,-90.9157,5478,2,,0.056190968,67-498-*,http://deepseadrilling.org/cores/leg067/498.1R.PDF,498.1R.PDF,754,0
2040,DSDP,67,499,*,12.671,-90.9448,6105,2.3,,0.05536554,67-499-*,http://deepseadrilling.org/cores/leg067/499.1R.PDF,499.1R.PDF,755,9
3351,DSDP,67,499,*,12.671,-90.9448,6105,2.3,,0.05536554,67-499-*,http://deepseadrilling.org/cores/leg067/499.1R.PDF,499.1R.PDF,756,9
3333,DSDP,67,499,*,12.671,-90.9448,6105,2.3,,0.05536554,67-499-*,http://deepseadrilling.org/cores/leg067/499.1R.PDF,499.1R.PDF,757,0
1842,DSDP,67,499,*,12.671,-90.9448,6105,2.3,,0.05536554,67-499-*,http://deepseadrilling.org/cores/leg067/499.1R.PDF,499.1R.PDF,758,9
3567,DSDP,67,499,*,12.671,-90.9448,6105,2.3,,0.05536554,67-499-*,http://deepseadrilling.org/cores/leg067/499.1R.PDF,499.1R.PDF,759,9
3431,DSDP,67,500,*,12.6892,-90.9415,6094,6,,0.05536554,67-500-*,http://deepseadrilling.org/cores/leg067/500.1R.PDF,500.1R.PDF,760,0
2846,DSDP,67,500,*,12.6892,-90.9415,6094,6,,0.05536554,67-500-*,http://deepseadrilling.org/cores/leg067/500.1R.PDF,500.1R.PDF,761,0
3088,DSDP,67,500,*,12.6892,-90.9415,6094,6,,0.05536554,67-500-*,http://deepseadrilling.org/cores/leg067/500.1R.PDF,500.1R.PDF,762,0
3263,DSDP,68,501,*,1.2272,-83.7343,3457,33.7,115.6173096,0.054035131,68-501-*,http://deepseadrilling.org/cores/leg068/501.1R.PDF,501.1R.PDF,763,0
2614,DSDP,68,502,*,11.4903,-79.3797,3051,60,220.0673828,0.078360535,68-502-*,http://deepseadrilling.org/cores/leg068/502.1H.PDF,502.1H.PDF,764,9
2309,DSDP,68,502,*,11.4903,-79.3797,3051,60,220.0673828,0.078360535,68-502-*,http://deepseadrilling.org/cores/leg068/502.1H.PDF,502.1H.PDF,765,0
1322,DSDP,68,502,*,11.4903,-79.3797,3051,60,220.0673828,0.078360535,68-502-*,http://deepseadrilling.org/cores/leg068/502.1H.PDF,502.1H.PDF,766,56
954,DSDP,68,502,*,11.4903,-79.3797,3051,60,220.0673828,0.078360535,68-502-*,http://deepseadrilling.org/cores/leg068/502.1H.PDF,502.1H.PDF,767,5
810,DSDP,68,503,*,4.0507,-95.6368,3672,39,121.2457581,0.028060172,68-503-*,http://deepseadrilling.org/cores/leg068/503.1H.PDF,503.1H.PDF,768,0
1752,DSDP,68,503,*,4.0507,-95.6368,3672,39,121.2457581,0.028060172,68-503-*,http://deepseadrilling.org/cores/leg068/503.1H.PDF,503.1H.PDF,769,0
395,DSDP,68,503,*,4.0507,-95.6368,3672,39,121.2457581,0.028060172,68-503-*,http://deepseadrilling.org/cores/leg068/503.1H.PDF,503.1H.PDF,770,0
3076,DSDP,69,504,*,1.2263,-83.7322,3460,,115.6173096,0.054035131,69-504-*,,,771,
286,DSDP,69,504,*,1.2263,-83.7322,3460,,115.6173096,0.054035131,69-504-*,,,772,
2743,DSDP,69,504,*,1.2263,-83.7322,3460,,115.6173096,0.054035131,69-504-*,,,773,
3022,DSDP,69,505,*,1.9133,-83.79,3537,,118.7201843,0.053264201,69-505-*,,,774,
571,DSDP,69,505,*,1.9133,-83.79,3537,,118.7201843,0.053264201,69-505-*,,,775,
