N (new),Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),CaCO3 (%),Oxygen (umol/L),Sed Rate (g/cm2/y),Code,Image Link,Filename,N,Label
219,Early IODP,311,U1326,C,48.6273,-127.0503833,1828,,54.45646286,0.051210824,311-U1326-C,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1326C1H.PDF,1326C1H.PDF,2917,9
3700,Early IODP,311,U1326,D,48.62713333,-127.0507167,1827.9,,54.45646286,0.051210824,311-U1326-D,,,2918,
3682,Early IODP,311,U1327,A,48.69811667,-126.86535,1322.1,,24.83561134,0.053232551,311-U1327-A,,,2919,
1403,Early IODP,311,U1327,B,48.69815,-126.8652333,1306.1,,24.83561134,0.053232551,311-U1327-B,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1327B1H.PDF,1327B1H.PDF,2920,6
2472,Early IODP,311,U1327,C,48.69815,-126.8652333,1304.5,,24.83561134,0.053232551,311-U1327-C,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1327C1H.PDF,1327C1H.PDF,2921,0
1940,Early IODP,311,U1327,D,48.69825,-126.8651,1303.7,,24.83561134,0.053232551,311-U1327-D,,,2922,
742,Early IODP,311,U1327,E,48.69833333,-126.8649333,1303.4,,24.83561134,0.053232551,311-U1327-E,,,2923,
3757,Early IODP,311,U1328,A,48.66786667,-126.8503667,1268.1,,22.87304688,0.053232551,311-U1328-A,,,2924,
974,Early IODP,311,U1328,B,48.66746667,-126.8509333,1267.8,,22.87304688,0.053232551,311-U1328-B,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1328B1H.PDF,1328B1H.PDF,2925,9
478,Early IODP,311,U1328,C,48.66761667,-126.8507333,1267.7,,22.87304688,0.053232551,311-U1328-C,,,2926,
2360,Early IODP,311,U1328,D,48.66778333,-126.8503333,1266.7,,22.87304688,0.053232551,311-U1328-D,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1328D1X.PDF,1328D1X.PDF,2927,0
585,Early IODP,311,U1328,E,48.668,-126.8497833,1264.7,,22.87304688,0.053232551,311-U1328-E,,,2928,
3043,Early IODP,311,U1329,A,48.78948333,-126.67855,959.1,,15.36028481,0.055266075,311-U1329-A,,,2929,
227,Early IODP,311,U1329,B,48.78958333,-126.6786667,953,,15.36028481,0.055266075,311-U1329-B,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1329B1H.PDF,1329B1H.PDF,2930,0
3257,Early IODP,311,U1329,C,48.78958333,-126.6786667,946.4,,14.79925251,0.055266075,311-U1329-C,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1329C1H.PDF,1329C1H.PDF,2931,9
42,Early IODP,311,U1329,D,48.78936667,-126.6786,946.4,,14.79925251,0.055266075,311-U1329-D,,,2932,
647,Early IODP,311,U1329,E,48.78975,-126.6786,945.5,,14.79925251,0.055266075,311-U1329-E,http://publications.iodp.org/proceedings/311/EXP_REPT/CORES/IMAGES/1329E1H.PDF,1329E1H.PDF,2933,
1247,Modern IODP,317,U1351,A,-44.883845,171.883845,126.82,,274.5891418,0.091936976,317-U1351-A,5720661,317U1351A317-U1351A-1H.png,2934,0
1658,Modern IODP,317,U1351,B,-44.88403667,171.8840367,126.22,,274.5891418,0.091936976,317-U1351-B,5720781,317U1351B317-U1351B-1H.png,2935,0
2429,Modern IODP,317,U1351,C,-44.88428667,171.8842867,126.22,,274.5891418,0.091936976,317-U1351-C,,,2936,
1531,Modern IODP,317,U1352,A,-44.9374,172.9374,348.32,3.708,262.694397,0.078074373,317-U1352-A,5722981,317U1352A317-U1352A-1H.png,2937,9
1272,Modern IODP,317,U1352,B,-44.93759667,172.9375967,348.12,3.708,262.694397,0.078074373,317-U1352-B,5723081,317U1352B317-U1352B-1H.png,2938,0
3172,Modern IODP,317,U1352,C,-44.93777,172.93777,348.12,3.708,262.694397,0.078074373,317-U1352-C,,,2939,
1860,Modern IODP,317,U1352,D,-44.93721,172.93721,338.92,3.708,262.694397,0.078074373,317-U1352-D,5728381,317U1352D317-U1352D-1H.png,2940,0
578,Modern IODP,317,U1353,A,-44.768465,171.768465,89.32,18.758,275.8084412,0.100246511,317-U1353-A,5728721,317U1353A317-U1353A-1H.png,2941,0
1015,Modern IODP,317,U1353,B,-44.76867167,171.7686717,89.82,18.758,275.8084412,0.100246511,317-U1353-B,5728881,317U1353B317-U1353B-1H.png,2942,0
1961,Modern IODP,317,U1353,C,-44.76830333,171.7683033,89.82,18.758,275.8084412,0.100246511,317-U1353-C,,,2943,
1924,Modern IODP,317,U1354,A,-44.847135,171.847135,115.12,13.266,275.2052917,0.0957378,317-U1354-A,5730881,317U1354A317-U1354A-1H.png,2944,0
2029,Modern IODP,317,U1354,B,-44.84727833,171.8472783,118.72,13.266,275.2052917,0.0957378,317-U1354-B,5731281,317U1354B317-U1354B-1H.png,2945,8
3393,Modern IODP,317,U1354,C,-44.84747833,171.8474783,118.72,13.266,275.2052917,0.0957378,317-U1354-C,,,2946,
415,Modern IODP,318,U1355,A,-63.84117333,138.8411733,3733.52,,237.4034271,0.054088235,318-U1355-A,,,2947,
2958,Modern IODP,318,U1356,A,-63.31023,135.31023,3996.62,0.267,235.3094482,0.052355591,318-U1356-A,5966361,318U1356A318-U1356A-1R.png,2948,6
2762,Modern IODP,318,U1357,A,-66.41331833,140.4133183,1019.42,3.133,215.4370575,0.060871191,318-U1357-A,6096821,318U1357A318-U1357A-1H.png,2949,0
427,Modern IODP,318,U1357,B,,,1021.52,3.133,,,318-U1357-B,1521142,318U1357B1.png,2950,0
1435,Modern IODP,318,U1357,C,-66.413355,140.413355,1020.52,3.133,215.4370575,0.060871191,318-U1357-C,1521522,318U1357C1.png,2951,9
847,Modern IODP,318,U1358,A,-66.09039833,143.0903983,503.52,2.8,249.6595154,0.060044289,318-U1358-A,6156361,318U1358A318-U1358A-1R.png,2952,0
2689,Modern IODP,318,U1358,B,-66.09040667,143.0904067,503.52,2.8,249.6595154,0.060044289,318-U1358-B,6158241,318U1358B318-U1358B-1R.png,2953,9
1348,Modern IODP,318,U1359,A,-64.90396167,143.9039617,3014.52,0.167,232.0643158,0.056519844,318-U1359-A,6162101,318U1359A318-U1359A-1H.png,2954,9
3021,Modern IODP,318,U1359,B,-64.90405167,143.9040517,3012.42,0.167,232.0643158,0.056519844,318-U1359-B,6211081,318U1359B318-U1359B-1H.png,2955,9
1013,Modern IODP,318,U1359,C,-64.90412833,143.9041283,3015.92,0.167,232.0643158,0.056519844,318-U1359-C,6545641,318U1359C1.png,2956,0
1185,Modern IODP,318,U1359,D,-64.90432667,143.9043267,3016.62,0.167,232.0643158,0.056519844,318-U1359-D,6545981,318U1359D1.png,2957,9
1784,Modern IODP,318,U1360,A,-66.367325,142.367325,499.52,0.683,233.9469452,0.060723297,318-U1360-A,6546881,318U1360A1.png,2958,9
206,Modern IODP,318,U1361,A,-64.40954667,143.4095467,3459.22,0.275,234.0853271,0.054477766,318-U1361-A,6547001,318U1361A1.png,2959,0
1812,Modern IODP,318,U1361,B,-64.40909,143.40909,3460.52,0.275,234.0853271,0.054477766,318-U1361-B,6547801,318U1361B1.png,2960,9
2306,Modern IODP,320,U1331,A,12.06814,-142.06814,5120.92,0.025,172.8642273,0.032236915,320-U1331-A,1552722,320U1331A1.png,2961,0
2418,Modern IODP,320,U1331,B,12.06812833,-142.0681283,5121.02,0.025,172.8642273,0.032236915,320-U1331-B,1552802,320U1331B1.png,2962,0
3185,Modern IODP,320,U1331,C,12.06815333,-142.0681533,5121.62,0.025,172.8642273,0.032236915,320-U1331-C,1552842,320U1331C1.png,2963,0
825,Modern IODP,320,U1332,A,11.911825,-141.911825,4917.62,,169.0885468,0.032405112,320-U1332-A,1552882,320U1332A1.png,2964,0
2907,Modern IODP,320,U1332,B,11.912015,-141.912015,4930.62,,169.0885468,0.032405112,320-U1332-B,1552942,320U1332B1.png,2965,0
882,Modern IODP,320,U1332,C,11.91227667,-141.9122767,5121.72,,172.8642273,0.032405112,320-U1332-C,1553002,320U1332C1.png,2966,0
509,Modern IODP,320,U1333,A,10.51658833,-138.5165883,4858.82,31.424,169.1070862,0.034452274,320-U1333-A,1553062,320U1333A1.png,2967,0
3147,Modern IODP,320,U1333,B,10.5166,-138.5166,4855.62,31.424,169.1070862,0.034452274,320-U1333-B,1553542,320U1333B1.png,2968,0
1149,Modern IODP,320,U1333,C,10.51659667,-138.5165967,4858.92,31.424,169.1070862,0.034452274,320-U1333-C,1553642,320U1333C1.png,2969,0
1936,Modern IODP,320,U1334,A,7.999966667,-131.9999667,4793.22,0.108,165.0997314,0.03339158,320-U1334-A,1553742,320U1334A1.png,2970,0
1849,Modern IODP,320,U1334,B,7.999965,-131.999965,4793.22,0.108,165.0997314,0.03339158,320-U1334-B,,,2971,
405,Modern IODP,320,U1334,C,7.999965,-131.999965,4794.92,0.108,165.0997314,0.03339158,320-U1334-C,1553942,320U1334C1.png,2972,0
3589,Modern IODP,320,U1335,A,5.312235,-126.312235,4333.02,68.747,160.0734863,0.034785211,320-U1335-A,1554042,320U1335A1.png,2973,0
3686,Modern IODP,320,U1335,B,5.31227,-126.31227,4333.62,68.747,160.0734863,0.034785211,320-U1335-B,1554142,320U1335B1.png,2974,0
458,Modern IODP,320,U1336,A,7.701225,-128.701225,4291.02,76.572,161.8844604,0.032961864,320-U1336-A,1554242,320U1336A1.png,2975,0
631,Modern IODP,320,U1336,B,7.700998333,-128.7009983,4292.22,76.572,161.8844604,0.032961864,320-U1336-B,1554342,320U1336B1.png,2976,0
3799,Modern IODP,320T,U1330,A,3.605583333,156.6055833,,,,0.043093137,320T-U1330-A,244121,U1330_A_1.jpg,2977,9
1774,Modern IODP,320T,U1330,B,3.60535,156.60535,,,,0.043093137,320T-U1330-B,331801,320T-U1330B-1H-A.jpg,2978,6
3167,Modern IODP,321,U1337,A,3.833441667,-123.8334417,4465.62,,158.7942963,0.036498532,321-U1337-A,1556402,321U1337A1.png,2979,9
3250,Modern IODP,321,U1337,B,3.833445,-123.833445,4466.12,,158.7942963,0.036498532,321-U1337-B,,,2980,
2562,Modern IODP,321,U1337,C,3.833445,-123.833445,4472.22,,158.7942963,0.036498532,321-U1337-C,1556582,321U1337C1.png,2981,0
1699,Modern IODP,321,U1337,D,3.833445,-123.833445,4470.12,,158.7942963,0.036498532,321-U1337-D,1556702,321U1337D1.png,2982,0
2420,Modern IODP,321,U1338,A,2.507808333,-117.5078083,4204.52,78.614,157.5845795,0.041314431,321-U1338-A,1556822,321U1338A1.png,2983,0
3566,Modern IODP,321,U1338,B,2.50782,-117.50782,4203.72,78.614,157.5845795,0.041314431,321-U1338-B,1556882,321U1338B1.png,2984,0
1935,Modern IODP,321,U1338,C,2.507811667,-117.5078117,4206.52,78.614,157.5845795,0.041314431,321-U1338-C,1557002,321U1338C1.png,2985,0
2479,Modern IODP,321,U1338,D,2.507815,-117.507815,4206.42,78.614,157.5845795,0.041314431,321-U1338-D,,,2986,
272,Modern IODP,323,U1339,A,54.67000167,-169.6700017,1871.82,10.133,58.70565033,0.098880708,323-U1339-A,1534702,323U1339A1.png,2987,0
3264,Modern IODP,323,U1339,B,54.67017167,-169.6701717,1872.72,10.133,58.70565033,0.098880708,323-U1339-B,1678962,323U1339B1.png,2988,9
1227,Modern IODP,323,U1339,C,54.670105,-169.670105,1872.72,10.133,58.70565033,0.098880708,323-U1339-C,1535142,323U1339C1.png,2989,0
2731,Modern IODP,323,U1339,D,54.66981833,-169.6698183,1873.22,10.133,58.70565033,0.098880708,323-U1339-D,1535562,323U1339D1.png,2990,0
1733,Modern IODP,323,U1340,A,53.40001333,-179.4000133,1299.82,3.575,26.88244247,0.072533116,323-U1340-A,1536002,323U1340A1.png,2991,0
1845,Modern IODP,323,U1340,B,53.40000333,-179.4000033,1302.42,3.575,27.79522896,0.072533116,323-U1340-B,1537182,323U1340B1.png,2992,0
2098,Modern IODP,323,U1340,C,53.396855,-179.396855,1298.62,3.575,26.88244247,0.072533116,323-U1340-C,1537302,323U1340C1.png,2993,8
1954,Modern IODP,323,U1340,D,53.39667333,-179.3966733,1298.62,3.575,26.88244247,0.072533116,323-U1340-D,1537362,323U1340D1.png,2994,0
2177,Modern IODP,323,U1341,A,54.033375,179.033375,2144.82,12.425,62.99157715,0.075235508,323-U1341-A,1681922,323U1341A1.png,2995,0
541,Modern IODP,323,U1341,B,54.03330667,179.0333067,2144.82,12.425,62.99157715,0.075235508,323-U1341-B,1538222,323U1341B1.png,2996,0
1858,Modern IODP,323,U1341,C,54.03335,179.03335,2144.82,12.425,62.99157715,0.075235508,323-U1341-C,1539602,323U1341C1.png,2997,0
3125,Modern IODP,323,U1342,A,54.82831167,176.8283117,823.62,6.266,21.48122025,0.068002716,323-U1342-A,1540122,323U1342A1.png,2998,83
3607,Modern IODP,323,U1342,B,54.82834,176.82834,824.42,6.266,21.48122025,0.068002716,323-U1342-B,1684882,323U1342B1.png,2999,9
949,Modern IODP,323,U1342,C,54.82836167,176.8283617,824.32,6.266,21.48122025,0.068002716,323-U1342-C,1540282,323U1342C1.png,3000,836
3164,Modern IODP,323,U1342,D,54.82836333,176.8283633,823.72,6.266,21.48122025,0.068002716,323-U1342-D,1540402,323U1342D1.png,3001,83
678,Modern IODP,323,U1343,A,57.556655,-175.556655,1956.42,2.633,52.46327972,0.086435951,323-U1343-A,1540762,323U1343A1.png,3002,0
300,Modern IODP,323,U1343,B,57.55692667,-175.5569267,1956.42,2.633,52.46327972,0.086435951,323-U1343-B,1685922,323U1343B1.png,3003,9
1412,Modern IODP,323,U1343,C,57.55663667,-175.5566367,1958.22,2.633,52.46327972,0.086435951,323-U1343-C,1541202,323U1343C1.png,3004,0
865,Modern IODP,323,U1343,D,57.55636167,-175.5563617,1959.72,2.633,52.46327972,0.086435951,323-U1343-D,1541702,323U1343D1.png,3005,0
3429,Modern IODP,323,U1343,E,57.55635667,-175.5563567,1961.52,2.633,52.46327972,0.086435951,323-U1343-E,1541722,323U1343E1.png,3006,0
1802,Modern IODP,323,U1344,A,59.05000833,-179.0500083,3177.52,0.767,98.42606354,0.083534084,323-U1344-A,1543362,323U1344A1.png,3007,0
398,Modern IODP,323,U1344,B,59.05018667,-179.0501867,3178.92,0.767,98.42606354,0.083534084,323-U1344-B,1544902,323U1344B1.png,3008,0
1270,Modern IODP,323,U1344,C,59.05019333,-179.0501933,3178.62,0.767,98.42606354,0.083534084,323-U1344-C,1689802,323U1344C1.png,3009,9
1655,Modern IODP,323,U1344,D,59.05037333,-179.0503733,3180.02,0.767,98.42606354,0.083534084,323-U1344-D,1544922,323U1344D1.png,3010,0
3352,Modern IODP,323,U1344,E,59.050565,-179.050565,3179.92,0.767,98.42606354,0.083534084,323-U1344-E,1545562,323U1344E1.png,3011,0
3596,Modern IODP,323,U1345,A,60.153195,-179.153195,1013.22,3.6,25.90450859,0.099503323,323-U1345-A,1546002,323U1345A1.png,3012,0
3280,Modern IODP,323,U1345,B,60.15333833,-179.1533383,1013.47,3.6,25.90450859,0.099503323,323-U1345-B,1691302,323U1345B1.png,3013,9
1853,Modern IODP,323,U1345,C,60.153495,-179.153495,1014.72,3.6,25.90450859,0.099503323,323-U1345-C,1546322,323U1345C1.png,3014,0
3660,Modern IODP,323,U1345,D,60.153625,-179.153625,1014.22,3.6,25.90450859,0.099503323,323-U1345-D,1546642,323U1345D1.png,3015,0
1489,Modern IODP,323,U1345,E,60.15377333,-179.1537733,1013.02,3.6,25.90450859,0.099503323,323-U1345-E,1692022,323U1345E1.png,3016,9
341,Modern IODP,324,U1346,A,38.00666833,162.0066683,3623.52,,144.4566345,0.037050113,324-U1346-A,,,3017,
1836,Modern IODP,324,U1347,A,,159.5079333,3454.32,,,,324-U1347-A,1547582,324U1347A1.png,3018,9
1722,Modern IODP,324,U1348,A,,159.41566,3268.42,,,,324-U1348-A,1548162,324U1348A1.png,3019,9
2493,Modern IODP,324,U1349,A,36.11573333,158.1157333,3131.52,,134.3735352,0.037885778,324-U1349-A,1548682,324U1349A1.png,3020,9
3346,Modern IODP,324,U1350,A,36.07486667,159.0748667,4060.62,,152.0198822,0.037583277,324-U1350-A,1549002,324U1350A1.png,3021,0
3573,Modern IODP,327,U1362,A,47.76104667,-127.7610467,2665.42,,84.99394226,0.047062505,327-U1362-A,,,3022,
1371,Modern IODP,327,U1362,B,47.75832833,-127.7583283,2665.42,,84.99394226,0.047062505,327-U1362-B,6819501,327U1362B1.png,3023,9
3692,Modern IODP,327,U1363,A,47.28925833,-128.2892583,2682.92,,85.47405243,0.044776633,327-U1363-A,,,3024,
3005,Modern IODP,327,U1363,B,47.28919667,-128.2891967,2682.92,,85.47405243,0.044776633,327-U1363-B,7028521,327U1363B1.png,3025,9
2528,Modern IODP,327,U1363,C,47.29293167,-128.2929317,2682.92,,85.47405243,0.044683896,327-U1363-C,,,3026,
536,Modern IODP,327,U1363,D,47.29287333,-128.2928733,2682.92,,85.47405243,0.044683896,327-U1363-D,,,3027,
3268,Modern IODP,327,U1363,E,47.28885,-128.28885,2682.92,,85.47405243,0.044776633,327-U1363-E,,,3028,
2696,Modern IODP,327,U1363,F,47.28876833,-128.2887683,2682.92,,85.47405243,0.044776633,327-U1363-F,7028881,327U1363F1.png,3029,0
218,Modern IODP,327,U1363,G,47.28853,-128.28853,2681.92,,85.47405243,0.044776633,327-U1363-G,1796762,327U1363G1.png,3030,0
3078,Modern IODP,328,U1364,A,48.69993667,-126.6999367,,,,0.054867037,328-U1364-A,,,3031,
2455,Modern IODP,329,U1365,A,-23.85082167,-165.8508217,5695.57,0.083,,0.043694295,329-U1365-A,7096861,329U1365A1.png,3032,0
1642,Modern IODP,329,U1365,B,-23.85064667,-165.8506467,5694.66,0.083,,0.043694295,329-U1365-B,7273221,329U1365B1.png,3033,9
2633,Modern IODP,329,U1365,C,-23.85062833,-165.8506283,5696.66,0.083,,0.043694295,329-U1365-C,7273381,329U1365C1.png,3034,9
1914,Modern IODP,329,U1365,D,-23.85059833,-165.8505983,5694.13,0.083,,0.043694295,329-U1365-D,7273541,329U1365D1.png,3035,9
2213,Modern IODP,329,U1365,E,-23.850815,-165.850815,5694.13,0.083,,0.043694295,329-U1365-E,,,3036,
3028,Modern IODP,329,U1366,A,-26.051575,-156.051575,5135.04,0.25,208.0017242,0.038867123,329-U1366-A,,,3037,
196,Modern IODP,329,U1366,B,-26.05158333,-156.0515833,5130.84,0.25,208.0017242,0.038867123,329-U1366-B,7345681,329U1366B1.png,3038,0
2727,Modern IODP,329,U1366,C,-26.05140833,-156.0514083,5129.54,0.25,208.0017242,0.038867123,329-U1366-C,7345721,329U1366C1.png,3039,0
851,Modern IODP,329,U1366,D,-26.05141667,-156.0514167,5126.14,0.25,208.0017242,0.038867123,329-U1366-D,7345781,329U1366D1.png,3040,9
3334,Modern IODP,329,U1366,E,-26.051405,-156.051405,5127.83,0.25,208.0017242,0.038867123,329-U1366-E,7345821,329U1366E1.png,3041,0
2801,Modern IODP,329,U1366,F,-26.05139333,-156.0513933,5127.03,0.25,208.0017242,0.038867123,329-U1366-F,7345841,329U1366F1.png,3042,9
3791,Modern IODP,329,U1367,A,-26.48162,-137.48162,4290.94,21.082,178.0663147,0.027963268,329-U1367-A,,,3043,
1486,Modern IODP,329,U1367,B,-26.48161,-137.48161,4288.94,21.082,178.0663147,0.027963268,329-U1367-B,7380761,329U1367B1.png,3044,0
192,Modern IODP,329,U1367,C,-26.48143333,-137.4814333,4288.24,21.082,178.0663147,0.027963268,329-U1367-C,7407101,329U1367C1.png,3045,0
1154,Modern IODP,329,U1367,D,-26.481435,-137.481435,4288.04,21.082,178.0663147,0.027963268,329-U1367-D,7419761,329U1367D1.png,3046,9
3560,Modern IODP,329,U1367,E,-26.48142667,-137.4814267,4287.64,21.082,178.0663147,0.027963268,329-U1367-E,7394861,329U1367E1.png,3047,0
3667,Modern IODP,329,U1367,F,-26.4816,-137.4816,4288.94,21.082,178.0663147,0.027963268,329-U1367-F,,,3048,
3406,Modern IODP,329,U1368,A,-27.916695,-123.916695,3739.98,77.33,175.0802765,0.029859923,329-U1368-A,,,3049,
3091,Modern IODP,329,U1368,B,-27.91670667,-123.9167067,3739.06,77.33,175.0802765,0.029859923,329-U1368-B,7451461,329U1368B1.png,3050,0
3675,Modern IODP,329,U1368,C,-27.91652667,-123.9165267,3738.56,77.33,175.0802765,0.029859923,329-U1368-C,7474361,329U1368C1.png,3051,9
401,Modern IODP,329,U1368,D,-27.91653333,-123.9165333,3739.06,77.33,175.0802765,0.029859923,329-U1368-D,7474401,329U1368D1.png,3052,9
1221,Modern IODP,329,U1368,E,-27.91653,-123.91653,3740.96,77.33,175.0802765,0.029859923,329-U1368-E,7481741,329U1368E1.png,3053,0
8,Modern IODP,329,U1368,F,-27.91670167,-123.9167017,3740.96,77.33,175.0802765,0.029859923,329-U1368-F,7487461,329U1368F1.png,3054,0
1657,Modern IODP,329,U1369,A,-39.310295,-139.310295,5279.43,0.083,196.7496643,0.028450131,329-U1369-A,,,3055,
555,Modern IODP,329,U1369,B,-39.31029667,-139.3102967,5275.23,0.083,196.7496643,0.028450131,329-U1369-B,7535121,329U1369B1.png,3056,6
3728,Modern IODP,329,U1369,C,-39.31011667,-139.3101167,5276.93,0.083,196.7496643,0.028450131,329-U1369-C,7571681,329U1369C1.png,3057,9
2351,Modern IODP,329,U1369,D,-39.310115,-139.310115,5276.93,0.083,196.7496643,0.028450131,329-U1369-D,7571701,329U1369D1.png,3058,9
229,Modern IODP,329,U1369,E,-39.31011667,-139.3101167,5277.73,0.083,196.7496643,0.028450131,329-U1369-E,7561661,329U1369E1.png,3059,9
3284,Modern IODP,329,U1370,A,-41.85214833,-153.8521483,5074.58,0.083,202.8032227,0.027979199,329-U1370-A,,,3060,
287,Modern IODP,329,U1370,B,-41.85214167,-153.8521417,5074.58,0.083,202.8032227,0.027979199,329-U1370-B,7580061,329U1370B1.png,3061,0
862,Modern IODP,329,U1370,C,-41.85195167,-153.8519517,5074.58,0.083,202.8032227,0.027979199,329-U1370-C,,,3062,
1039,Modern IODP,329,U1370,D,-41.85192667,-153.8519267,5073.58,0.083,202.8032227,0.027979199,329-U1370-D,7638161,329U1370D1.png,3063,0
1942,Modern IODP,329,U1370,E,-41.85193,-153.85193,5074.16,0.083,202.8032227,0.027979199,329-U1370-E,7639721,329U1370E1.png,3064,9
2481,Modern IODP,329,U1370,F,-41.85211167,-153.8521117,5073.65,0.083,202.8032227,0.027979199,329-U1370-F,7720601,329U1370F1.png,3065,9
3724,Modern IODP,329,U1371,A,-45.96415333,-163.9641533,5305.2,0.083,207.07164,0.030789031,329-U1371-A,,,3066,
2855,Modern IODP,329,U1371,B,-45.96418167,-163.9641817,5305.18,0.083,207.07164,0.030789031,329-U1371-B,7802021,329U1371B1.png,3067,0
2069,Modern IODP,329,U1371,C,-45.96400667,-163.9640067,5300.78,0.083,207.07164,0.030789031,329-U1371-C,7831021,329U1371C1.png,3068,0
74,Modern IODP,329,U1371,D,-45.96399,-163.96399,5299.88,0.083,209.8706665,0.030789031,329-U1371-D,7726861,329U1371D1.png,3069,86
3074,Modern IODP,329,U1371,E,-45.963995,,5287.55,0.083,,,329-U1371-E,7836741,329U1371E1.png,3070,9
2849,Modern IODP,329,U1371,F,-45.96417,-163.96417,5285.64,0.083,209.8706665,0.030789031,329-U1371-F,1835522,329U1371F1.png,3071,9
1978,Modern IODP,329,U1371,G,-45.964395,-163.964395,5302.72,0.083,207.07164,0.030789031,329-U1371-G,1835862,329U1371G1.png,3072,9
859,Modern IODP,329,U1371,H,-45.96441333,-163.9644133,5298.92,0.083,209.8706665,0.030789031,329-U1371-H,1835882,329U1371H1.png,3073,6
1073,Modern IODP,330,U1372,A,-26.49336167,-174.4933617,1957.57,,149.3544159,0.052053105,330-U1372-A,,,3074,
1262,Modern IODP,330,U1373,A,-28.564845,-173.564845,1447.03,,167.5317993,0.040057413,330-U1373-A,8222561,330U1373A1.png,3075,0
622,Modern IODP,330,U1374,A,-28.595855,-173.595855,1559,85.18,159.5125732,0.040057413,330-U1374-A,8265321,330U1374A1.png,3076,0
280,Modern IODP,330,U1375,A,-33.69836667,-171.6983667,1269.02,,178.8758698,0.040986877,330-U1375-A,,,3077,
1372,Modern IODP,330,U1375,B,-33.69643333,-171.6964333,1258.02,,178.8758698,0.040986877,330-U1375-B,8799941,330U1375B1.png,3078,9
1059,Modern IODP,330,U1376,A,-32.21738167,-171.2173817,1503.29,,163.4959106,0.042831235,330-U1376-A,8799981,330U1376A1.png,3079,9
2698,Modern IODP,330,U1377,A,-38.18301333,-168.1830133,1250.75,,178.5881805,0.030978754,330-U1377-A,,,3080,
2895,Modern IODP,330,U1377,B,-38.1875,-168.1875,1250.75,,178.5881805,0.030978754,330-U1377-B,1824922,330U1377B1.png,3081,9
2461,Modern IODP,334,U1378,A,8.592358333,-84.59235833,525.45,10.091,7.142940521,0.055137768,334-U1378-A,,,3082,
3248,Modern IODP,334,U1378,B,8.592346667,-84.59234667,521.86,10.091,7.098813057,0.055137768,334-U1378-B,1875122,334U1378B1.png,3083,0
1747,Modern IODP,334,U1379,A,8.680835,-84.680835,125.85,8.85,45.63227081,0.055499025,334-U1379-A,,,3084,
18,Modern IODP,334,U1379,B,8.680836667,-84.68083667,127.28,8.85,45.63227081,0.055499025,334-U1379-B,,,3085,
2898,Modern IODP,334,U1379,C,8.681008333,-84.68100833,128.36,8.85,45.63227081,0.055499025,334-U1379-C,1876402,334U1379C1.png,3086,0
1670,Modern IODP,334,U1380,A,8.59996,-84.59996,503.57,,7.098813057,0.055137768,334-U1380-A,,,3087,
1915,Modern IODP,334,U1381,A,8.428583333,-84.42858333,2068.71,,97.09566498,0.054599941,334-U1381-A,,,3088,
2809,Modern IODP,334,U1381,B,8.428581667,-84.42858167,2068.67,,97.09566498,0.054599941,334-U1381-B,1879442,334U1381B1.png,3089,0
2751,Modern IODP,335,U1256,D,,,,,,,335-U1256-D,,,3090,
97,Modern IODP,336,U1382,A,22.755885,-46.755885,4482.89,,254.8379517,0.044994462,336-U1382-A,,,3091,
2899,Modern IODP,336,U1382,B,22.75588,-46.75588,4482.54,,254.8379517,0.044994462,336-U1382-B,10532481,336U1382B1.png,3092,0
1848,Modern IODP,336,U1383,A,22.80204833,-46.80204833,4413.92,,254.8379517,0.045005761,336-U1383-A,,,3093,
1527,Modern IODP,336,U1383,B,22.80221333,-46.80221333,4413.92,,254.8379517,0.045005761,336-U1383-B,,,3094,
1647,Modern IODP,336,U1383,C,22.80206833,-46.80206833,4413.82,,254.8379517,0.045005761,336-U1383-C,,,3095,
1226,Modern IODP,336,U1383,D,22.80219333,-46.80219333,4413.76,,254.8379517,0.045005761,336-U1383-D,10561481,336U1383D1.png,3096,9
1014,Modern IODP,336,U1383,E,22.80213833,-46.80213833,4413.76,,254.8379517,0.045005761,336-U1383-E,10506941,336U1383E1.png,3097,0
737,Modern IODP,336,U1384,A,22.81181,-46.81181,4464.43,,254.8379517,0.045005761,336-U1384-A,10605081,336U1384A1.png,3098,9
2916,Modern IODP,336,U395,A,22.755865,-46.755865,,,,0.044994462,336-U395-A,,,3099,
3490,Modern IODP,339,U1385,A,37.57149,-10.57149,2577.74,26.516,247.7234039,0.073993824,339-U1385-A,13252381,339U1385A1.png,3100,8
3609,Modern IODP,339,U1385,B,37.57148667,-10.57148667,2586.64,26.516,247.7234039,0.073993824,339-U1385-B,13176461,339U1385B1.png,3101,0
3138,Modern IODP,339,U1385,C,37.57148667,-10.57148667,2586.2,26.516,247.7234039,0.073993824,339-U1385-C,13176821,339U1385C1.png,3102,0
