"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CCSF-361-U1474-ABDEF-20160220 (m)","Bottom depth CCSF-361-U1474-ABDEF-20160220 (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","A","10","H","5","A","87.400","88.900","93.410","94.910","T","33419471","361-u1474a-10h-5-a_shlf7602351_20160211150928.jpg","33419801","361-u1474a-10h-5-a_shlf7602351_20160211150928_trim.jpg","2016-02-12 04:58:41","CV-L107C-L170542B","SHIL","SHLF7602351","94971521",""
"361","U1474","A","10","H","6","A","88.900","90.190","94.910","96.200","T","33419511","361-u1474a-10h-6-a_shlf7602381_20160211151224.jpg","33428811","361-u1474a-10h-6-a_shlf7602381_20160211151224_trim.jpg","2016-02-12 08:14:26","CV-L107C-L170542B","SHIL","SHLF7602381","94992351",""
"361","U1474","A","10","H","CC","A","90.190","90.580","96.200","96.590","T","33419451","361-u1474a-10h-cc-a_shlf7602411_20160211151435.jpg","33419891","361-u1474a-10h-cc-a_shlf7602411_20160211151435_trim.jpg","2016-02-12 04:58:55","CV-L107C-L170542B","SHIL","SHLF7602411","94971531",""
"361","U1474","A","11","H","1","A","90.900","92.400","99.024","100.524","T","33419431","361-u1474a-11h-1-a_shlf7603451_20160211154740.jpg","33419811","361-u1474a-11h-1-a_shlf7603451_20160211154740_trim.jpg","2016-02-12 04:58:41","CV-L107C-L170542B","SHIL","SHLF7603451","94971491",""
"361","U1474","A","11","H","2","A","92.400","93.900","100.524","102.024","T","33419441","361-u1474a-11h-2-a_shlf7603481_20160211155358.jpg","33419821","361-u1474a-11h-2-a_shlf7603481_20160211155358_trim.jpg","2016-02-12 04:58:52","CV-L107C-L170542B","SHIL","SHLF7603481","94971541",""
"361","U1474","A","11","H","3","A","93.900","95.400","102.024","103.524","T","33419591","361-u1474a-11h-3-a_shlf7603511_20160211155615.jpg","33419751","361-u1474a-11h-3-a_shlf7603511_20160211155615_trim.jpg","2016-02-12 04:59:24","CV-L107C-L170542B","SHIL","SHLF7603511","94971501",""
"361","U1474","A","11","H","4","A","95.400","96.900","103.524","105.024","T","33419551","361-u1474a-11h-4-a_shlf7603541_20160211155755.jpg","33419861","361-u1474a-11h-4-a_shlf7603541_20160211155755_trim.jpg","2016-02-12 04:58:55","CV-L107C-L170542B","SHIL","SHLF7603541","94971551",""
"361","U1474","A","11","H","5","A","96.900","98.400","105.024","106.524","T","33419581","361-u1474a-11h-5-a_shlf7603571_20160211155920.jpg","33419901","361-u1474a-11h-5-a_shlf7603571_20160211155920_trim.jpg","2016-02-12 04:58:48","CV-L107C-L170542B","SHIL","SHLF7603571","94971511",""
"361","U1474","A","11","H","6","A","98.400","99.110","106.524","107.234","T","33419641","361-u1474a-11h-6-a_shlf7603601_20160211160130.jpg","33420151","361-u1474a-11h-6-a_shlf7603601_20160211160130_trim.jpg","2016-02-12 05:00:43","CV-L107C-L170542B","SHIL","SHLF7603601","94971601",""
"361","U1474","A","11","H","7","A","99.110","99.680","107.234","107.804","T","33419741","361-u1474a-11h-7-a_shlf7603631_20160211160308.jpg","33420491","361-u1474a-11h-7-a_shlf7603631_20160211160308_trim.jpg","2016-02-12 05:00:39","CV-L107C-L170542B","SHIL","SHLF7603631","94971651",""
"361","U1474","A","11","H","CC","A","99.680","99.830","107.804","107.954","T","33419701","361-u1474a-11h-cc-a_shlf7603661_20160211160517.jpg","33420391","361-u1474a-11h-cc-a_shlf7603661_20160211160517_trim.jpg","2016-02-12 05:00:29","CV-L107C-L170542B","SHIL","SHLF7603661","94971721",""
"361","U1474","A","12","H","1","A","100.400","101.910","108.606","110.116","T","33420011","361-u1474a-12h-1-a_shlf7604071_20160211170158.jpg","33428821","361-u1474a-12h-1-a_shlf7604071_20160211170158_trim.jpg","2016-02-12 08:14:27","CV-L107C-L170542B","SHIL","SHLF7604071","94992341",""
"361","U1474","A","12","H","2","A","101.910","103.420","110.116","111.626","T","33419831","361-u1474a-12h-2-a_shlf7604101_20160211170408.jpg","33420661","361-u1474a-12h-2-a_shlf7604101_20160211170408_trim.jpg","2016-02-12 05:02:26","CV-L107C-L170542B","SHIL","SHLF7604101","94971911",""
"361","U1474","A","12","H","3","A","103.420","104.930","111.626","113.136","T","33419931","361-u1474a-12h-3-a_shlf7604131_20160211170633.jpg","33420571","361-u1474a-12h-3-a_shlf7604131_20160211170633_trim.jpg","2016-02-12 05:00:21","CV-L107C-L170542B","SHIL","SHLF7604131","94971901",""
"361","U1474","A","12","H","4","A","104.930","106.440","113.136","114.646","T","33420021","361-u1474a-12h-4-a_shlf7604161_20160211170850.jpg","33420831","361-u1474a-12h-4-a_shlf7604161_20160211170850_trim.jpg","2016-02-12 08:15:13","CV-L107C-L170542B","SHIL","SHLF7604161","94992361",""
"361","U1474","A","12","H","5","A","106.440","107.960","114.646","116.166","T","33419851","361-u1474a-12h-5-a_shlf7604191_20160211171116.jpg","33420771","361-u1474a-12h-5-a_shlf7604191_20160211171116_trim.jpg","2016-02-12 05:01:23","CV-L107C-L170542B","SHIL","SHLF7604191","94971921",""
"361","U1474","A","12","H","6","A","107.960","109.470","116.166","117.676","T","33419791","361-u1474a-12h-6-a_shlf7604221_20160211171438.jpg","33420441","361-u1474a-12h-6-a_shlf7604221_20160211171438_trim.jpg","2016-02-12 04:59:45","CV-L107C-L170542B","SHIL","SHLF7604221","94971751",""
"361","U1474","A","12","H","7","A","109.470","110.020","117.676","118.226","T","33419731","361-u1474a-12h-7-a_shlf7604251_20160211171626.jpg","33420671","361-u1474a-12h-7-a_shlf7604251_20160211171626_trim.jpg","2016-02-12 05:01:14","CV-L107C-L170542B","SHIL","SHLF7604251","94971711",""
"361","U1474","A","13","H","1","A","109.900","111.400","119.479","120.979","F","33420301","361-u1474a-13h-1-a_shlf7604541_20160211180953.jpg","33420861","361-u1474a-13h-1-a_shlf7604541_20160211180953_trim.jpg","2016-02-12 05:00:00","CV-L107C-L170542B","SHIL","SHLF7604541","94971981",""
"361","U1474","A","13","H","1","A","109.900","111.400","119.479","120.979","T","33420301","361-u1474a-13h-1-a_shlf7604541_20160211180953.jpg","33420861","361-u1474a-13h-1-a_shlf7604541_20160211180953_trim.jpg","2016-02-12 08:25:03","CV-L107C-L170542B","SHIL","SHLF7604541","94993101",""
"361","U1474","A","12","H","CC","A","110.020","110.390","118.226","118.596","T","33419941","361-u1474a-12h-cc-a_shlf7604281_20160211171818.jpg","33420561","361-u1474a-12h-cc-a_shlf7604281_20160211171818_trim.jpg","2016-02-12 04:59:45","CV-L107C-L170542B","SHIL","SHLF7604281","94971961",""
"361","U1474","A","13","H","2","A","111.400","112.900","120.979","122.479","T","33428871","361-u1474a-13h-2-a_shlf7604571_20160211181440.jpg","33428891","361-u1474a-13h-2-a_shlf7604571_20160211181440_trim.jpg","2016-02-12 08:15:12","CV-L107C-L170542B","SHIL","SHLF7604571","94992371",""
"361","U1474","A","13","H","2","A","111.400","112.900","120.979","122.479","F","","","","","2016-02-12 04:52:51","CV-L107C-L170542B","SHIL","SHLF7604571","94972001",""
"361","U1474","A","13","H","3","A","112.900","114.410","122.479","123.989","T","33420601","361-u1474a-13h-3-a_shlf7604601_20160211181803.jpg","33421031","361-u1474a-13h-3-a_shlf7604601_20160211181803_trim.jpg","2016-02-12 05:04:18","CV-L107C-L170542B","SHIL","SHLF7604601","94972011",""
"361","U1474","A","13","H","4","A","114.410","115.920","123.989","125.499","T","33428981","361-u1474a-13h-4-a_shlf7604631_20160211182007.jpg","33428991","361-u1474a-13h-4-a_shlf7604631_20160211182007_trim.jpg","2016-02-12 08:16:14","CV-L107C-L170542B","SHIL","SHLF7604631","94992381",""
"361","U1474","A","13","H","4","A","114.410","115.920","123.989","125.499","F","","","","","2016-02-12 04:53:37","CV-L107C-L170542B","SHIL","SHLF7604631","94972021",""
"361","U1474","A","13","H","5","A","115.920","117.440","125.499","127.019","T","33420551","361-u1474a-13h-5-a_shlf7604661_20160211182151.jpg","33420821","361-u1474a-13h-5-a_shlf7604661_20160211182151_trim.jpg","2016-02-12 04:59:53","CV-L107C-L170542B","SHIL","SHLF7604661","94972041",""
"361","U1474","A","13","H","6","A","117.440","118.550","127.019","128.129","T","33420231","361-u1474a-13h-6-a_shlf7604691_20160211182335.jpg","33420721","361-u1474a-13h-6-a_shlf7604691_20160211182335_trim.jpg","2016-02-12 05:01:22","CV-L107C-L170542B","SHIL","SHLF7604691","94971991",""
"361","U1474","A","13","H","7","A","118.550","119.240","128.129","128.819","T","33420941","361-u1474a-13h-7-a_shlf7604721_20160211182517.jpg","33421321","361-u1474a-13h-7-a_shlf7604721_20160211182517_trim.jpg","2016-02-12 05:04:16","CV-L107C-L170542B","SHIL","SHLF7604721","94972091",""
"361","U1474","A","13","H","CC","A","119.240","119.590","128.819","129.169","T","33420531","361-u1474a-13h-cc-a_shlf7604751_20160211182635.jpg","33420881","361-u1474a-13h-cc-a_shlf7604751_20160211182635_trim.jpg","2016-02-12 05:03:49","CV-L107C-L170542B","SHIL","SHLF7604751","94972031",""
"361","U1474","A","14","H","1","A","119.400","120.910","129.714","131.224","T","33420971","361-u1474a-14h-1-a_shlf7605151_20160211190745.jpg","33421331","361-u1474a-14h-1-a_shlf7605151_20160211190745_trim.jpg","2016-02-12 05:04:27","CV-L107C-L170542B","SHIL","SHLF7605151","94972161",""
"361","U1474","A","14","H","2","A","120.910","122.400","131.224","132.714","T","33429001","361-u1474a-14h-2-a_shlf7605181_20160211190941.jpg","33429021","361-u1474a-14h-2-a_shlf7605181_20160211190941_trim.jpg","2016-02-12 08:16:21","CV-L107C-L170542B","SHIL","SHLF7605181","94992391",""
"361","U1474","A","14","H","3","A","122.400","123.900","132.714","134.214","T","33420641","361-u1474a-14h-3-a_shlf7605211_20160211191128.jpg","33421101","361-u1474a-14h-3-a_shlf7605211_20160211191128_trim.jpg","2016-02-12 05:05:51","CV-L107C-L170542B","SHIL","SHLF7605211","94972191",""
"361","U1474","A","14","H","4","A","123.900","125.400","134.214","135.714","T","33420621","361-u1474a-14h-4-a_shlf7605241_20160211191312.jpg","33420951","361-u1474a-14h-4-a_shlf7605241_20160211191312_trim.jpg","2016-02-12 05:03:12","CV-L107C-L170542B","SHIL","SHLF7605241","94972111",""
"361","U1474","A","14","H","5","A","125.400","126.910","135.714","137.224","T","33421041","361-u1474a-14h-5-a_shlf7605271_20160211191441.jpg","33421791","361-u1474a-14h-5-a_shlf7605271_20160211191441_trim.jpg","2016-02-12 05:06:14","CV-L107C-L170542B","SHIL","SHLF7605271","94972541",""
"361","U1474","A","14","H","6","A","126.910","128.410","137.224","138.724","T","33429091","361-u1474a-14h-6-a_shlf7605301_20160211191726.jpg","33429111","361-u1474a-14h-6-a_shlf7605301_20160211191726_trim.jpg","2016-02-12 08:17:09","CV-L107C-L170542B","SHIL","SHLF7605301","94992411",""
"361","U1474","A","14","H","7","A","128.410","129.070","138.724","139.384","T","33421091","361-u1474a-14h-7-a_shlf7605331_20160211191844.jpg","33421391","361-u1474a-14h-7-a_shlf7605331_20160211191844_trim.jpg","2016-02-12 05:04:06","CV-L107C-L170542B","SHIL","SHLF7605331","94972521",""
"361","U1474","A","15","H","1","A","128.900","130.410","137.695","139.205","T","33420851","361-u1474a-15h-1-a_shlf7605761_20160211201759.jpg","33421191","361-u1474a-15h-1-a_shlf7605761_20160211201759_trim.jpg","2016-02-12 05:03:10","CV-L107C-L170542B","SHIL","SHLF7605761","94972301",""
"361","U1474","A","14","H","CC","A","129.070","129.390","139.384","139.704","T","33420591","361-u1474a-14h-cc-a_shlf7605361_20160211191945.jpg","33421011","361-u1474a-14h-cc-a_shlf7605361_20160211191945_trim.jpg","2016-02-12 08:16:48","CV-L107C-L170542B","SHIL","SHLF7605361","94992421",""
"361","U1474","A","15","H","2","A","130.410","131.920","139.205","140.715","T","33420701","361-u1474a-15h-2-a_shlf7605791_20160211202236.jpg","33421141","361-u1474a-15h-2-a_shlf7605791_20160211202236_trim.jpg","2016-02-12 05:04:17","CV-L107C-L170542B","SHIL","SHLF7605791","94972181",""
"361","U1474","A","15","H","3","A","131.920","133.430","140.715","142.225","T","33429131","361-u1474a-15h-3-a_shlf7605821_20160211202412.jpg","33429151","361-u1474a-15h-3-a_shlf7605821_20160211202412_trim.jpg","2016-02-12 14:01:58","CV-L107C-L170542B","SHIL","SHLF7605821","95020691",""
"361","U1474","A","15","H","3","A","131.920","133.430","140.715","142.225","F","","","","","","","SHIL","SHLF7605821","94972431",""
"361","U1474","A","15","H","4","A","133.430","134.930","142.225","143.725","T","33438231","361-u1474a-15h-4-a_shlf7605851_20160212054851.jpg","33438241","361-u1474a-15h-4-a_shlf7605851_20160212054851_trim.jpg","2016-02-12 12:23:29","CV-L107C-L170542B","SHIL","SHLF7605851","95013191",""
"361","U1474","A","15","H","5","A","134.930","136.440","143.725","145.235","T","33429181","361-u1474a-15h-5-a_shlf7605881_20160211203103.jpg","33429191","361-u1474a-15h-5-a_shlf7605881_20160211203103_trim.jpg","2016-02-12 08:18:10","CV-L107C-L170542B","SHIL","SHLF7605881","94992441",""
"361","U1474","A","15","H","6","A","136.440","137.940","145.235","146.735","T","33420741","361-u1474a-15h-6-a_shlf7605911_20160211203302.jpg","33421121","361-u1474a-15h-6-a_shlf7605911_20160211203302_trim.jpg","2016-02-12 05:04:12","CV-L107C-L170542B","SHIL","SHLF7605911","94972371",""
"361","U1474","A","15","H","7","A","137.940","138.660","146.735","147.455","T","33420961","361-u1474a-15h-7-a_shlf7605941_20160211203423.jpg","33429221","361-u1474a-15h-7-a_shlf7605941_20160211203423_trim.jpg","2016-02-12 13:37:35","CV-L107C-L170542B","SHIL","SHLF7605941","95019741",""
"361","U1474","A","16","H","1","A","138.400","139.900","147.972","149.472","F","","","","","","","SHIL","SHLF7606281","94972451",""
"361","U1474","A","16","H","1","A","138.400","139.900","147.972","149.472","T","33439381","361-u1474a-16h-1-a_shlf7606281_20160212061556.jpg","33439401","361-u1474a-16h-1-a_shlf7606281_20160212061556_trim.jpg","2016-02-12 12:51:28","CV-L107C-L170542B","SHIL","SHLF7606281","95015421",""
"361","U1474","A","15","H","CC","A","138.660","138.980","147.455","147.775","T","33420611","361-u1474a-15h-cc-a_shlf7605971_20160211203517.jpg","33421001","361-u1474a-15h-cc-a_shlf7605971_20160211203517_trim.jpg","2016-02-12 05:03:59","CV-L107C-L170542B","SHIL","SHLF7605971","94972081",""
"361","U1474","A","16","H","2","A","139.900","141.400","149.472","150.972","T","33429291","361-u1474a-16h-2-a_shlf7606311_20160211213756.jpg","33429301","361-u1474a-16h-2-a_shlf7606311_20160211213756_trim.jpg","2016-02-12 08:19:30","CV-L107C-L170542B","SHIL","SHLF7606311","94992471",""
"361","U1474","A","16","H","3","A","141.400","142.900","150.972","152.472","T","33420681","361-u1474a-16h-3-a_shlf7606341_20160211214025.jpg","33421021","361-u1474a-16h-3-a_shlf7606341_20160211214025_trim.jpg","2016-02-12 05:04:11","CV-L107C-L170542B","SHIL","SHLF7606341","94972121",""
"361","U1474","A","16","H","4","A","142.900","144.400","152.472","153.972","T","33421051","361-u1474a-16h-4-a_shlf7606371_20160211214325.jpg","33421571","361-u1474a-16h-4-a_shlf7606371_20160211214325_trim.jpg","2016-02-12 05:06:04","CV-L107C-L170542B","SHIL","SHLF7606371","94972401",""
"361","U1474","A","16","H","5","A","144.400","145.900","153.972","155.472","T","33429381","361-u1474a-16h-5-a_shlf7606401_20160211214701.jpg","33429391","361-u1474a-16h-5-a_shlf7606401_20160211214701_trim.jpg","2016-02-12 08:20:08","CV-L107C-L170542B","SHIL","SHLF7606401","94992481",""
"361","U1474","A","16","H","6","A","145.900","147.020","155.472","156.592","T","33421061","361-u1474a-16h-6-a_shlf7606431_20160211214927.jpg","33421371","361-u1474a-16h-6-a_shlf7606431_20160211214927_trim.jpg","2016-02-12 08:20:19","CV-L107C-L170542B","SHIL","SHLF7606431","94992511",""
"361","U1474","A","16","H","7","A","147.020","147.780","156.592","157.352","T","33421211","361-u1474a-16h-7-a_shlf7606461_20160211215121.jpg","33421831","361-u1474a-16h-7-a_shlf7606461_20160211215121_trim.jpg","2016-02-12 05:06:13","CV-L107C-L170542B","SHIL","SHLF7606461","94972571",""
"361","U1474","A","16","H","CC","A","147.780","148.120","157.352","157.692","T","33429561","361-u1474a-16h-cc-a_shlf7606491_20160211215222.jpg","33429571","361-u1474a-16h-cc-a_shlf7606491_20160211215222_trim.jpg","2016-02-12 08:20:51","CV-L107C-L170542B","SHIL","SHLF7606491","94992531",""
"361","U1474","A","17","H","1","A","147.900","149.400","157.194","158.694","T","33427771","361-u1474a-17h-1-a_shlf7606901_20160212000120.jpg","33427881","361-u1474a-17h-1-a_shlf7606901_20160212000120_trim.jpg","2016-02-12 07:45:42","CV-L107C-L170542B","SHIL","SHLF7606901","94987341",""
"361","U1474","A","17","H","2","A","149.400","150.900","158.694","160.194","T","33427621","361-u1474a-17h-2-a_shlf7606931_20160212000429.jpg","33427731","361-u1474a-17h-2-a_shlf7606931_20160212000429_trim.jpg","2016-02-12 07:45:34","CV-L107C-L170542B","SHIL","SHLF7606931","94987271",""
"361","U1474","A","17","H","3","A","150.900","152.420","160.194","161.714","T","33427751","361-u1474a-17h-3-a_shlf7606961_20160212000717.jpg","33427851","361-u1474a-17h-3-a_shlf7606961_20160212000717_trim.jpg","2016-02-12 07:45:42","CV-L107C-L170542B","SHIL","SHLF7606961","94987351",""
"361","U1474","A","17","H","4","A","152.420","153.920","161.714","163.214","T","33427611","361-u1474a-17h-4-a_shlf7606991_20160212000914.jpg","33427711","361-u1474a-17h-4-a_shlf7606991_20160212000914_trim.jpg","2016-02-12 07:45:31","CV-L107C-L170542B","SHIL","SHLF7606991","94987281",""
"361","U1474","A","17","H","5","A","153.920","155.430","163.214","164.724","T","33427691","361-u1474a-17h-5-a_shlf7607021_20160212001058.jpg","33427781","361-u1474a-17h-5-a_shlf7607021_20160212001058_trim.jpg","2016-02-12 07:45:41","CV-L107C-L170542B","SHIL","SHLF7607021","94987361",""
"361","U1474","A","17","H","6","A","155.430","156.940","164.724","166.234","T","33427641","361-u1474a-17h-6-a_shlf7607051_20160212001238.jpg","33427761","361-u1474a-17h-6-a_shlf7607051_20160212001238_trim.jpg","2016-02-12 07:45:34","CV-L107C-L170542B","SHIL","SHLF7607051","94987291",""
"361","U1474","A","17","H","7","A","156.940","157.750","166.234","167.044","T","33427741","361-u1474a-17h-7-a_shlf7607081_20160212001542.jpg","33427821","361-u1474a-17h-7-a_shlf7607081_20160212001542_trim.jpg","2016-02-12 07:45:42","CV-L107C-L170542B","SHIL","SHLF7607081","94987371",""
"361","U1474","A","18","H","1","A","157.400","158.900","168.753","170.253","T","33427191","361-u1474a-18h-1-a_shlf7607511_20160212005926.jpg","33427261","361-u1474a-18h-1-a_shlf7607511_20160212005926_trim.jpg","2016-02-12 07:39:48","CV-L107C-L170542B","SHIL","SHLF7607511","94985331",""
"361","U1474","A","17","H","CC","A","157.750","158.000","167.044","167.294","T","33427601","361-u1474a-17h-cc-a_shlf7607111_20160212001910.jpg","33427671","361-u1474a-17h-cc-a_shlf7607111_20160212001910_trim.jpg","2016-02-12 07:45:35","CV-L107C-L170542B","SHIL","SHLF7607111","94987301",""
"361","U1474","A","18","H","2","A","158.900","160.400","170.253","171.753","T","33427161","361-u1474a-18h-2-a_shlf7607541_20160212010119.jpg","33427211","361-u1474a-18h-2-a_shlf7607541_20160212010119_trim.jpg","2016-02-12 07:39:46","CV-L107C-L170542B","SHIL","SHLF7607541","94985281",""
"361","U1474","A","18","H","3","A","160.400","161.900","171.753","173.253","T","33427251","361-u1474a-18h-3-a_shlf7607571_20160212012524.jpg","33427311","361-u1474a-18h-3-a_shlf7607571_20160212012524_trim.jpg","2016-02-12 07:39:53","CV-L107C-L170542B","SHIL","SHLF7607571","94985341",""
"361","U1474","A","18","H","4","A","161.900","163.400","173.253","174.753","T","33427171","361-u1474a-18h-4-a_shlf7607601_20160212012655.jpg","33427221","361-u1474a-18h-4-a_shlf7607601_20160212012655_trim.jpg","2016-02-12 07:39:45","CV-L107C-L170542B","SHIL","SHLF7607601","94985291",""
"361","U1474","A","18","H","5","A","163.400","164.900","174.753","176.253","T","33427231","361-u1474a-18h-5-a_shlf7607631_20160212013114.jpg","33427301","361-u1474a-18h-5-a_shlf7607631_20160212013114_trim.jpg","2016-02-12 07:39:56","CV-L107C-L170542B","SHIL","SHLF7607631","94985361",""
"361","U1474","A","18","H","6","A","164.900","166.410","176.253","177.763","T","33427241","361-u1474a-18h-6-a_shlf7607661_20160212013339.jpg","33427281","361-u1474a-18h-6-a_shlf7607661_20160212013339_trim.jpg","2016-02-12 07:39:54","CV-L107C-L170542B","SHIL","SHLF7607661","94985351",""
"361","U1474","A","18","H","7","A","166.410","167.160","177.763","178.513","T","33428581","361-u1474a-18h-7-a_shlf7607691_20160212013607.jpg","33428591","361-u1474a-18h-7-a_shlf7607691_20160212013607_trim.jpg","2016-02-12 08:10:14","CV-L107C-L170542B","SHIL","SHLF7607691","94992051",""
"361","U1474","A","19","H","1","A","166.900","168.400","178.699","180.199","T","33431421","361-u1474a-19h-1-a_shlf7608131_20160212031015.jpg","33431431","361-u1474a-19h-1-a_shlf7608131_20160212031015_trim.jpg","2016-02-12 09:11:17","CV-L107C-L170542B","SHIL","SHLF7608131","94995831",""
"361","U1474","A","18","H","CC","A","167.160","167.360","178.513","178.713","T","33428541","361-u1474a-18h-cc-a_shlf7607721_20160212013753.jpg","33428551","361-u1474a-18h-cc-a_shlf7607721_20160212013753_trim.jpg","2016-02-12 08:10:07","CV-L107C-L170542B","SHIL","SHLF7607721","94992061",""
"361","U1474","A","19","H","2","A","168.400","169.910","180.199","181.709","T","33431471","361-u1474a-19h-2-a_shlf7608161_20160212031143.jpg","33431481","361-u1474a-19h-2-a_shlf7608161_20160212031143_trim.jpg","2016-02-12 09:12:46","CV-L107C-L170542B","SHIL","SHLF7608161","94995861",""
"361","U1474","A","19","H","3","A","169.910","171.420","181.709","183.219","T","33431661","361-u1474a-19h-3-a_shlf7608191_20160212031314.jpg","33431671","361-u1474a-19h-3-a_shlf7608191_20160212031314_trim.jpg","2016-02-12 09:14:12","CV-L107C-L170542B","SHIL","SHLF7608191","94995901",""
"361","U1474","A","19","H","4","A","171.420","172.930","183.219","184.729","T","33431791","361-u1474a-19h-4-a_shlf7608221_20160212031507.jpg","33431801","361-u1474a-19h-4-a_shlf7608221_20160212031507_trim.jpg","2016-02-12 09:16:30","CV-L107C-L170542B","SHIL","SHLF7608221","94996401",""
"361","U1474","A","19","H","5","A","172.930","174.440","184.729","186.239","T","33431931","361-u1474a-19h-5-a_shlf7608251_20160212031659.jpg","33431941","361-u1474a-19h-5-a_shlf7608251_20160212031659_trim.jpg","2016-02-12 09:19:17","CV-L107C-L170542B","SHIL","SHLF7608251","94996841",""
"361","U1474","A","19","H","6","A","174.440","175.940","186.239","187.739","T","33432001","361-u1474a-19h-6-a_shlf7608281_20160212031954.jpg","33432011","361-u1474a-19h-6-a_shlf7608281_20160212031954_trim.jpg","2016-02-12 09:21:08","CV-L107C-L170542B","SHIL","SHLF7608281","94996871",""
"361","U1474","A","19","H","7","A","175.940","176.600","187.739","188.399","T","33432091","361-u1474a-19h-7-a_shlf7608311_20160212032127.jpg","33432101","361-u1474a-19h-7-a_shlf7608311_20160212032127_trim.jpg","2016-02-12 09:22:10","CV-L107C-L170542B","SHIL","SHLF7608311","94996921",""
